Date,Issuer,Bloomberg Code,Currency,Volume (m),FX rate,USD equivalent,Coupon,Coupon Type,Maturity,Re-Offer,IPT/IPG,Spread,Yield,First Call Date,Moody's,S&P,Fitch,Ranking,Subordinated,Covered,Increase?,Format,NIP,Region,Country,Sector,Category,Bookrunners,Passive Leads,LT eligible?,Stats,Web Articles,Bberg Articles on EMRJ/IGRC,Add. Info,Tier,Green,Sustainable,Sustainability-Linked,Social,Senior Non-Preferred,Senior Preferred,COC,MWC,CUC,HoldCo,OpCo,Deal ID,LEAD1,LEAD2,LEAD3,LEAD4,LEAD5,LEAD6,LEAD7,LEAD8,LEAD9,LEAD10,LEAD11,LEAD12,LEAD13
26-Jul-10,BANKINTER SA,EI2019061 CORP,EUR,400,1.29,498.39,2.625,Fixed,9-Apr-13,96.588,,MS+240,,,Aaa,NR,AAA,IG,No,Yes,Yes,,,Western Europe,SPAIN,Financial,Banking,"BAR, NAT",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9934072,BARCLAYS,NATIXIS,,,,,,,,,,,
23-Jul-10,CFF,EI2842447 CORP,EUR,450,1.28,573.63,4,Fixed,24-Oct-25,99.588,,MS+70,,,Aaa,AAA,AAA,IG,No,Yes,Yes,,,Western Europe,FRANCE,Financial,Banking,"NAT, BAR",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9934069,NATIXIS,BARCLAYS,,,,,,,,,,,
22-Jul-10,CIF EUROMORT,EI0101572 CORP,EUR,475,1.29,629.63,3.75,Fixed,23-Oct-19,102.754,,MS+57,,,Aaa,NR,AAA,IG,No,Yes,Yes,,,Western Europe,FRANCE,Financial,Banking,"BNP, NOM, LBBW",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9934063,BNP PARIBAS,NOMURA,LBBW,,,,,,,,,,
21-Jul-10,CFF,EI1081419 CORP,EUR,200,1.22,247.41,2.25,Fixed,25-Jan-13,101.396,,MS+20,,,Aaa,AAA,AAA,IG,No,Yes,Yes,,,Western Europe,FRANCE,Financial,Banking,"UNICR, BNP",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9934150,UNICREDIT,BNP PARIBAS,,,,,,,,,,,
21-Jul-10,EUROHYPO,EH8346932 CORP,EUR,175,1.28,224,3.75,Fixed,25-May-16,100,,,,,Aaa,AAA,AAA,IG,No,Yes,Yes,,,Western Europe,GERMANY,Financial,Banking,"DB, UBS, BAYERN, CMZB, LBBW, DZ, NATWES, WLB",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9934054,DEUTSCHE BANK,UBS,BAYERNLB,COMMERZBANK,LBBW,DZ BANK,NATWEST MARKETS,WESTLB,,,,,
19-Jul-10,BBVA,EI3293996 CORP,EUR,2000,1.29,2573.21,3.5,Fixed,26-Jul-13,99.737,,MS+195,,,Aaa,NR,NR,IG,No,Yes,No,,,Western Europe,SPAIN,Financial,Banking,"BBVA, UBS, SG, NOM, NAT",,Yes,"Book size was EUR3.1bn with 165 accounts involved.Geography: Spain 34%, Germany/Austria 20%, UK Ireland 10%, France 8%, Asia 7%, Benelux 7%, Others 6%, Switzerland 4% and Italy 4%.Investors: banks 52%, fund managers 25%, central banks 9%, insurance 7%, pensions 4%, others 3%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866968,BBVA,UBS,SOCIETE GENERALE,NOMURA,NATIXIS,,,,,,,,
19-Jul-10,CIF EUROMORT,ED4854094 CORP,EUR,430,1.28,596.67,4.5,Fixed,10-Jun-14,108.406,,,,,Aaa,NR,AAA,IG,No,Yes,Yes,,,Western Europe,FRANCE,Financial,Banking,"SG, LBBW",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9934039,SOCIETE GENERALE,LBBW,,,,,,,,,,,
15-Jul-10,BANQUES POPULAIRES,EH8375907 CORP,EUR,100,1.4,148.24,3.875,Fixed,5-Jun-14,105.886,,MS+48,,,Aaa,AAA,NR,IG,No,Yes,Yes,,,Western Europe,FRANCE,Financial,Banking,NAT,,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9934780,NATIXIS,,,,,,,,,,,,
15-Jul-10,CFF,EI2163547 CORP,EUR,350,1.28,451.44,2.625,Fixed,16-Apr-15,100.767,,MS+42,,,Aaa,AAA,AAA,IG,No,Yes,Yes,,,Western Europe,FRANCE,Financial,Banking,"JPM, NOM",,Yes,,,No,PC,,No,No,No,No,No,No,No,No,No,No,No,9934027,JP MORGAN,NOMURA,,,,,,,,,,,
5-Jul-10,CA HOME LOAN SFH,EI3156995 CORP,EUR,1250,1.25,1561.98,4,Fixed,16-Jul-25,99.967,,MS+77,,,Aaa,AAA,AAA,IG,No,Yes,No,,,Western Europe,FRANCE,Financial,Banking,"BAR, UBS, WLB, CA, LBBW",,Yes,"Book size was EUR1.4bn with 57 accounts involved.Geography: France 54%, Germany 33%, Austria/Switzerland 7%, Benelux 3%, UK 2%, Italy 1%.Investors; insurance/pensions 46%, funds 45%, banks 8%, central banks 1%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866728,BARCLAYS,UBS,WESTLB,CREDIT AGRICOLE,LBBW,,,,,,,,
2-Jul-10,CFF,EF2324707 CORP,EUR,150,1.2,186.84,3.375,Fixed,18-Jan-16,103.8,,,,,Aaa,AAA,AAA,IG,No,Yes,Yes,,,Western Europe,FRANCE,Financial,Banking,UNICR,,Yes,,,No,PC,,No,No,No,No,No,No,No,No,No,No,No,9933985,UNICREDIT,,,,,,,,,,,,
28-Jun-10,CIF EUROMORT,EF1237611 CORP,EUR,120,1.23,152.71,3.25,Fixed,20-Oct-15,103.46,,,,,Aaa,NR,AAA,IG,No,Yes,Yes,,,Western Europe,FRANCE,Financial,Banking,UNICR,,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9933940,UNICREDIT,,,,,,,,,,,,
28-Jun-10,HSH NORDBANK,EI3090970 CORP,EUR,500,1.23,614.41,1.75,Fixed,5-Jul-13,99.904,,MS+20,,,Aaa,NR,NR,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"DB, CMZB, UNICR, HCB, DZ",,Yes,"Final book close to EUR600m, 66 acounts involved.Geography: Germany 78%, Austria 9%, Asia 4%, France 3%, Hungary 3%, others 3%.Investors: banks 77%, central banks 9%, funds 8%, others 6%.",,No,PC,,No,No,No,No,No,No,No,No,No,No,No,9866656,DEUTSCHE BANK,COMMERZBANK,UNICREDIT,HAMBURG COMMERCIAL BANK,DZ BANK,,,,,,,,
23-Jun-10,EUROHYPO,EI3055148 CORP,EUR,500,1.23,612.92,2,Fixed,30-Jun-14,99.662,,MS+24bp,,,Aaa,AAA,AAA,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"BAYERN, CMZB, WLB, NDLB, DZ",,Yes,"Final book just under EUR600m, 60 accounts involved.Geography: Germany 82%, Austria/Switzerland 6%, France 5%, Scandinavia 2%, Benelux 2%, others 3%.Investors: banks 69%, funds 13%, central banks 12%, retail 5%, others 1%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866599,BAYERNLB,COMMERZBANK,WESTLB,NORDDEUTSCHE LB,DZ BANK,,,,,,,,
22-Jun-10,COREAL CREDIT,EI3043490 CORP,EUR,500,1.22,607.81,2.25,Fixed,30-Jun-14,99.641,,MS+48,,,NR,NR,AA-,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"CMZB, UNICR, LBBW, WGZ",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866569,COMMERZBANK,UNICREDIT,LBBW,WGZ,,,,,,,,,
22-Jun-10,BANQUES POPULAIRES,EI3042732 CORP,EUR,500,1.23,613.52,2.625,Fixed,30-Jun-15,99.76,,MS+55,,,Aaa,AAA,NR,IG,No,Yes,No,,,Western Europe,FRANCE,Financial,Banking,"BNP, BAYERN, IMI, NAT",,Yes,,,No,XC,,No,No,No,No,No,No,No,No,No,No,No,9866566,BNP PARIBAS,BAYERNLB,IMI- INTESA SANPAOLO,NATIXIS,,,,,,,,,
22-Jun-10,BANCA MPS,EI3041973 CORP,EUR,1000,1.22786,1224.34,3.125,Fixed,30-Jun-15,99.713,,MS+105,,,Aaa,NR,AAA,IG,No,Yes,No,,,Western Europe,ITALY,Financial,Banking,"MS, DB, UBS, NATWES, MPS CA",,Yes,"Final book EUR1.1bn, 64 accounts involved.Geography: Italy 55.4%, Germany/Austria 11.1%, Netherlands 9.3%, UK 7.7%, Finland 7.2%, France 5.5%, others 3.8%.Investors: central banks/agencies 43.1%, banks 26.0%, fund managers 19.2%, insurance/pensions 11.8%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866563,MORGAN STANLEY,DEUTSCHE BANK,UBS,NATWEST MARKETS,MPS CAPITAL SERVICES,,,,,,,,
22-Jun-10,SANTANDER UK,EI3041577 CORP,EUR,750,1.23,919.23,3.125,Fixed,30-Jun-14,99.645,,MS+135,,,Aaa,AAA,AAA,IG,No,Yes,No,,,Western Europe,UNITED KINGDOM,Financial,Banking,"BAR, JPM, NAT, SAN",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866560,BARCLAYS,JP MORGAN,NATIXIS,SANTANDER,,,,,,,,,
22-Jun-10,BAYERNLB,EI3039522 CORP,EUR,1000,1.23,1227,1.875,Fixed,30-Jun-14,99.756,,MS+7,,,Aaa,NR,AAA,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"BNP, UBS, BAYERN, UNICR, NAT",,Yes,"Final book close to EUR1.4bn, over 85 accounts involved.Geography: Germany 58%, France 12%, UK/Ireland 10%, Benelux 8%, Switzerland/Austria 5%, Scandinavia 4%, Southern Europe 1%, others 2%.Investors: banks 38%, funds 24%, sparkassen/landesbanks 26%, central banks 7%, insurance 3%, others 2%.",,No,PC,,No,No,No,No,No,No,No,No,No,No,No,9866557,BNP PARIBAS,UBS,BAYERNLB,UNICREDIT,NATIXIS,,,,,,,,
16-Jun-10,DANSKE BANK,EI2909139 CORP,EUR,1000,1.22,1208.11,3.75,Fixed,23-Jun-22,99.025,,MS+75,,,Aaa,AAA,AAA,IG,No,Yes,No,,,Western Europe,DENMARK,Financial,Banking,"BAR, BNP, HSBC, DAN",,Yes,"Final book close to EUR1.2bn.Geography: Germany 42%, France 34%, Scandinavia 10%, Austria 4%, Benelux 4%, Switzerland 2%, others 4%.Investors: insurance 55%, asset managers 20%, banks 16%, pensions 7%, central banks 2%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866422,BARCLAYS,BNP PARIBAS,HSBC,DANSKE BANK,,,,,,,,,
16-Jun-10,LLOYDS BANK,EI2908214 CORP,EUR,750,1.22,907.64,4,Fixed,25-Jun-18,99.196,,MS+145,,,Aaa,NR,AAA,IG,No,Yes,No,,,Western Europe,UNITED KINGDOM,Financial,Banking,"BNP, HSBC, UNICR, LLOYDS",,Yes,"Final book over EUR800m, 60 accounts involved.Geography: Germany 44%, France 18%, UK 14%, Benelux 14%, Austria 3%, Italy 3%, Nordics 3%, others 1%.Investors: insurance 59%, funds 22%, banks 13%, central banks 5%, others 1%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866419,BNP PARIBAS,HSBC,UNICREDIT,LLOYDS BANK,,,,,,,,,
16-Jun-10,SPAREBANK 1 BOLIGKREDITT,EI2909337 CORP,EUR,1000,1.22,1218.58,2.5,Fixed,23-Jun-15,99.884,,MS+45,,,Aaa,NR,AAA,IG,No,Yes,No,,,Western Europe,NORWAY,Financial,Banking,"BAR, CS, SG, UNICR, DAN",,Yes,"Final book over EUR1bn, with over 70 accounts involved.Geography: Germany 46%, Nordics 26%, CEE 8%, Benelux 6%, France 5%, Switzerland 3%, UK 2%, Iberia 1%, Austria 1%, Italy 1%, others 1%.Investors: funds 45%, banks 38%, central banks 12%, insurance 3%, others 2%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866416,BARCLAYS,CREDIT SUISSE,SOCIETE GENERALE,UNICREDIT,DANSKE BANK,,,,,,,,
15-Jun-10,UNICREDIT,ED7932558 CORP,EUR,125,1.22,162.31,3.5,Fixed,3-Feb-15,106.434,,MS+3,,,Aa1,NR,AAA,IG,No,Yes,Yes,,,Western Europe,ITALY,Financial,Banking,"UNICR, NAT, LBBW",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9933922,UNICREDIT,NATIXIS,LBBW,,,,,,,,,,
15-Jun-10,CA HOME LOAN SFH,EI2888721 CORP,EUR,1000,1.22,1217.45,2.5,Fixed,24-Jun-15,99.791,,MS+45,,,Aaa,AAA,AAA,IG,No,Yes,No,,,Western Europe,FRANCE,Financial,Banking,"HSBC, UNICR, CA, DEXC, DZ",,Yes,"Final book over EUR1bn.Geography: France 44%, Germany/Austria 42%, Switzerland 5%, Benelux 3%, Finland 3%, Italy 2%, others 1%.Investors: banks 51%, central banks/agencies 23%, asset managers 22%, insurance 4%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866392,HSBC,UNICREDIT,CREDIT AGRICOLE,DEXIA CAPITAL,DZ BANK,,,,,,,,
15-Jun-10,CFF,EI2842447 CORP,EUR,600,1.22,727.38,4,Fixed,24-Oct-25,99.369,,MS+75,,,Aaa,AAA,AAA,IG,No,Yes,No,,,Western Europe,FRANCE,Financial,Banking,"BAR, UNICR, NAT",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866389,BARCLAYS,UNICREDIT,NATIXIS,,,,,,,,,,
14-Jun-10,LBBW,EI2827752 CORP,EUR,1000,1.22,1208.54,2.25,Fixed,21-Jun-16,99.061,,MS+10,,,Aaa,NR,AAA,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"BNP, UBS, CA, LBBW",,Yes,"Final book over EUR1.2bn, 85 accounts involved.Geography: Germany/Austria 79%, France 8%, Nordics 3%, Switzerland 2%, Asia 1%, others 7%.Investors: banks 47%, fund managers/insurance 30%, central banks 16%, corporates 7%.",,No,PC,,No,No,No,No,No,No,No,No,No,No,No,9866386,BNP PARIBAS,UBS,CREDIT AGRICOLE,LBBW,,,,,,,,,
14-Jun-10,ABN AMRO,EI2831671 CORP,EUR,1500,1.22,1813.16,3.625,Fixed,22-Jun-20,99.08,,MS+83,,,Aaa,AAA,AAA,IG,No,Yes,No,,,Western Europe,NETHERLANDS,Financial,Banking,"ABN, BNP, DB, UNICR",,Yes,"Final book was EUR1.75bn from 72 accountsGeography: Germany 34%, France 24%, Netherlands 20%, UK 7%, Nordic 5%, Austria 2%, Swiss 2%, other 6%.Investors: Insurers 39%, fund managers 24%, banks 16%, central banks 9%, pensions 7%, other 5%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866371,ABN AMRO,BNP PARIBAS,DEUTSCHE BANK,UNICREDIT,,,,,,,,,
11-Jun-10,RLB NOE WIEN,EI2814859 CORP,EUR,200,1.19,236.42,1.75,Fixed,17-Jun-13,99.336,,B+136,,,Aa3,NR,NR,IG,No,Yes,No,,,Western Europe,AUSTRIA,Financial,Banking,"RBINT, RLB",,Yes,,,No,PC,,No,No,No,No,No,No,No,No,No,No,No,9866341,RAIFFEISEN BANK INTERNATIONAL,Raiffeisen Landesbank Niederoesterreich,,,,,,,,,,,
10-Jun-10,SEB AB,EI2805246 CORP,EUR,1000,1.2,1197.11,2.5,Fixed,17-Jun-15,99.759,,MS+45,,,Aaa,NR,NR,IG,No,Yes,No,,,Western Europe,SWEDEN,Financial,Banking,"CS, BAYERN, CMZB, NATWES, SEB AB",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866317,CREDIT SUISSE,BAYERNLB,COMMERZBANK,NATWEST MARKETS,SEB AB,,,,,,,,
10-Jun-10,WEST IMMOB,EI2800288 CORP,EUR,500,1.19,594.17,1.375,Fixed,18-Jun-12,99.861,,MS+17,,,NR,AAA,NR,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"C, BAYERN, CMZB, UNICR, WLB",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866299,CITIGROUP,BAYERNLB,COMMERZBANK,UNICREDIT,WESTLB,,,,,,,,
9-Jun-10,DZ HYP,EI2790158 CORP,EUR,500,1.2,595.7,2.5,Fixed,16-Jun-17,99.284,,MS+13,,,NR,AAA,NR,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"UNICR, WLB, DEKA, NAT, WGZ",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866269,UNICREDIT,WESTLB,DEKA,NATIXIS,WGZ,,,,,,,,
9-Jun-10,NATWEST,EI2787956 CORP,EUR,1250,1.19,1486.15,2.75,Fixed,18-Jun-13,99.909,,MS+125,,,Aaa,NR,AAA,IG,No,Yes,No,,,Western Europe,UNITED KINGDOM,Financial,Banking,"BAR, SG, UNICR, NATWES, DAN",,Yes,"Final book EUR1.9bn with around 100 accounts involved.Geography: Germany 24%, France 19%, UK 13%, Netherlands 9%, USA 8%, Finland 6%, Sweden 5%, Switzerland 4%, Austria 3%, others 9%.Investors: fund managers 42%, banks 34%, insurance 9%, central banks 7%, pension funds 6%, other 2%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866263,BARCLAYS,SOCIETE GENERALE,UNICREDIT,NATWEST MARKETS,DANSKE BANK,,,,,,,,
9-Jun-10,AAREAL BANK,EI2786875 CORP,EUR,500,1.19,593.57,1.75,Fixed,16-Sep-13,99.759,,MS+25,,,NR,NR,AAA,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"BAR, HSBC, UNICR, LBBW, DZ",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866257,BARCLAYS,HSBC,UNICREDIT,LBBW,DZ BANK,,,,,,,,
8-Jun-10,UNICREDIT,EI2775548 CORP,EUR,750,1.19,887.31,2.375,Fixed,15-Jun-15,99.419,,MS+45,,,Aaa,NR,NR,IG,No,Yes,No,,,Western Europe,ITALY,Financial,Banking,"BAYERN, UNICR, LBBW, DZ, ERST",,Yes,,,No,PC,,No,No,No,No,No,No,No,No,No,No,No,9866236,BAYERNLB,UNICREDIT,LBBW,DZ BANK,ERSTE BANK,,,,,,,,
8-Jun-10,CIF EUROMORT,EI2772065 CORP,EUR,700,1.19,830.58,3.5,Fixed,17-Jun-20,99.709,,MS+65,,,Aaa,AAA,NR,IG,No,Yes,No,,,Western Europe,FRANCE,Financial,Banking,"BNP, CS, DB, LBBW",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866233,BNP PARIBAS,CREDIT SUISSE,DEUTSCHE BANK,LBBW,,,,,,,,,
8-Jun-10,EUROHYPO,EI2770663 CORP,EUR,1000,1.19,1183.95,2.25,Fixed,15-Jun-15,99.492,,MS+30,,,Aaa,AAA,AAA,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"BNP, HSBC, DB, UBS, CMZB",,Yes,"Final book EUR1.3bn with 55 investors involved.Geography: Germany 60%, UK 11%, Scandinavia 8%, Iberia 5%, Austria/Switzerland 4%, Asia 3%, Middle East 2%, others 7%.Investors: banks 50%, central banks 36%, funds 10%, corporates 2%, others 2%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866227,BNP PARIBAS,HSBC,DEUTSCHE BANK,UBS,COMMERZBANK,,,,,,,,
7-Jun-10,OP BANK,EI2760573 CORP,EUR,1000,1.19,1183.31,2.375,Fixed,15-Jun-15,99.438,,MS+40,,,Aaa,AAA,NR,IG,No,Yes,No,,,Western Europe,FINLAND,Financial,Banking,"HSBC, SG, DZ, NATWES, OP BAN",,Yes,"Final book approximately EUR2bn with around 110 accounts involved. Geography: Germany/Austria 65%, Nordic 23%, France 4%, Middle East 3%, Benelux 3%, other 2%. Investors: fund managers 33%, Banks 31%, central banks/agencies 31%, pension funds 3%, insurance 2%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866218,HSBC,SOCIETE GENERALE,DZ BANK,NATWEST MARKETS,OP BANK,,,,,,,,
7-Jun-10,MUENCHEN HYPBK,EI2759732 CORP,EUR,1250,1.19,1474.81,2,Fixed,15-Jun-15,99.147,,MS+8,,,Aaa,NR,NR,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"BAYERN, CMZB, UNICR, LBBW, DZ, WGZ",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866215,BAYERNLB,COMMERZBANK,UNICREDIT,LBBW,DZ BANK,WGZ,,,,,,,
7-Jun-10,CRH,EI2760250 CORP,EUR,1250,1.19,1485.27,3.5,Fixed,22-Jun-20,99.85,,MS+60,,,Aaa,NR,AAA,IG,No,Yes,No,,,Western Europe,FRANCE,Financial,Banking,"HSBC, SG, LBBW",,Yes,"Final book EUR1.4bn, 61 accounts involved.Geography: France 54%, Germany/Austria 25%, Benelux 7%, UK 5%, Nordics 4%, Switzerland 3%, others 2%.Investors: insurance 36%, fund managers 30%, banks 22%, central banks 6%, pension funds 6%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866212,HSBC,SOCIETE GENERALE,LBBW,,,,,,,,,,
7-Jun-10,SWEDBK HYPOTEK,EI2756332 CORP,EUR,1000,1.19,1183.11,2.5,Fixed,15-Jun-15,99.421,,MS+52,,,Aaa,AAA,NR,IG,No,Yes,No,,,Western Europe,SWEDEN,Financial,Banking,"BAR, UNICR",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866209,BARCLAYS,UNICREDIT,,,,,,,,,,,
4-Jun-10,CREDIT MUTUEL HOME LOAN SFH,EI2742472 CORP,EUR,1000,1.22,1216.86,1.875,Fixed,14-Jun-13,99.743,,MS+35,,,Aaa,AAA,AAA,IG,No,Yes,No,,,Western Europe,FRANCE,Financial,Banking,"BNP, DZ, DAN",,Yes,,,No,XC,,No,No,No,No,No,No,No,No,No,No,No,9866191,BNP PARIBAS,DZ BANK,DANSKE BANK,,,,,,,,,,
2-Jun-10,BNP PARIBAS HOME LOAN SFH,EI2718126 CORP,EUR,1500,1.21,1793.47,2.5,Fixed,9-Jun-15,98.814,,MS+42,,,Aaa,AAA,AAA,IG,No,Yes,No,,,Western Europe,FRANCE,Financial,Banking,"BAR, BNP, CMZB, DAN",,Yes,"Final book over EUR2.1bn, 75 accounts.Geography: Germany/Austria/Switzerland 43%, France 28%, Scandinavia 8%, UK/Ireland 7%, Benelux 5%, Eastern Europe 4%, Southern Europe 3%, others 2%.Investors: investment managers 39%, banks 36%, insurance 12%, central banks/official institutions 11%, others 2%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866143,BARCLAYS,BNP PARIBAS,COMMERZBANK,DANSKE BANK,,,,,,,,,
2-Jun-10,SPAREBANKEN VEST BOLIG,EI2714562 CORP,EUR,500,1.21,602.87,2.5,Fixed,9-Jun-15,99.648,,MS+45,,,Aaa,NR,AAA,IG,No,Yes,No,,,Western Europe,NORWAY,Financial,Banking,"HSBC, CMZB, UNICR, NOR",,Yes,"Final book over EUR1bn, over 100 accounts involved.Geography: Germany 43%, Nordics 28%, Austria 8%, Switzerland 6%, CEE 6%, Benelux 3%, UK 3%, France 1%, Italy 1%, others 1%.Investors: funds 40%, banks 36%, central banks 11%, insurance 11%, others 2%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866134,HSBC,COMMERZBANK,UNICREDIT,NORDEA,,,,,,,,,
2-Jun-10,DEXIA KOMMUNALBK,EI2714166 CORP,EUR,500,1.22,609.1,2,Fixed,10-Jun-14,99.852,,MS+15,,,NR,AAA,NR,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"BAR, CMZB, WLB, DEXC, DZ",,Yes,"Final book close to EUR650m.Geography: Germany/Austria 65.5%, Benelux 11.5%, England 10%, Spain/Portugal 4.5%, France 4%, Switzerland 2.5%, others 2%.Investors: banks 53.5%, fund managers 24%, central banks 13%, insurance 4.5%, corporates 4%, retail 1%.",,No,PC,,No,No,No,No,No,No,No,No,No,No,No,9866128,BARCLAYS,COMMERZBANK,WESTLB,DEXIA CAPITAL,DZ BANK,,,,,,,,
1-Jun-10,ARKEA,EI2704357 CORP,EUR,1000,1.3,1290.98,2.5,Fixed,16-Jun-15,99.306,,B+108.86,,,NR,AAA,NR,IG,No,Yes,No,,,Western Europe,FRANCE,Financial,Banking,"LBBW, NATWES, NAT",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9871771,LBBW,NATWEST MARKETS,NATIXIS,,,,,,,,,,
1-Jun-10,SANTANDER UK,EI1858980 CORP,EUR,300,1.22,367.43,2.5,Fixed,18-Mar-13,100.391,,B+112.1,,,Aaa,AAA,AAA,IG,No,Yes,Yes,,,Western Europe,UNITED KINGDOM,Financial,Banking,HSBC,,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9933862,HSBC,,,,,,,,,,,,
1-Jun-10,CFCM,EI2704357 CORP,EUR,1000,1.23,1221.46,2.5,Fixed,16-Jun-15,99.306,,MS+50,,,NR,AAA,NR,IG,No,Yes,No,,,Western Europe,FRANCE,Financial,Banking,"LBBW, NATWES, NAT",,Yes,"Final book EUR1.2bn.Geography: Germany 47%, France 24%, Benelux 11%, Nordics 6%, East Europe 6%, Austria 4%, South Europe 2%.Investors: fund managers 44%, banks 30%, central banks/agencies 16%, insurance/pension funds 10%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866125,LBBW,NATWEST MARKETS,NATIXIS,,,,,,,,,,
28-May-10,CFF,EI1081419 CORP,EUR,350,1.22,432.94,2.25,Fixed,25-Jan-13,101.392,,MS+20,,,Aaa,AAA,AAA,IG,No,Yes,Yes,,,Western Europe,FRANCE,Financial,Banking,"BNP, MS",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9933856,BNP PARIBAS,MORGAN STANLEY,,,,,,,,,,,
27-May-10,GCE COVERED BONDS,EI2670632 CORP,EUR,1000,1.22,1214.21,2.125,Fixed,3-Jun-14,99.525,,MS+40,,,Aaa,AAA,NR,IG,No,Yes,No,,,Western Europe,FRANCE,Financial,Banking,"UBS, SG, UNICR, NAT",,Yes,"Final book EUR1.1bn.Geography: Germany 28%, France 25%, Nordics 20%, Netherlands 9%, UK 3%, Austria 3%, Switzerland 3%, Spain 2%, Italy 1.5%, others 5.5%.Investors: fund managers 42%, banks 25%, agencies/central banks 23%, insurance 7%, retail 2.5%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866101,UBS,SOCIETE GENERALE,UNICREDIT,NATIXIS,,,,,,,,,
26-May-10,CRH,EI2328835 CORP,EUR,250,1.22,306.22,2.5,Fixed,7-May-15,100.401,,MS+35,,,Aaa,NR,AAA,IG,No,Yes,Yes,,,Western Europe,FRANCE,Financial,Banking,"BNP, NAT",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9933841,BNP PARIBAS,NATIXIS,,,,,,,,,,,
20-May-10,UNICREDIT,EI2598619 CORP,EUR,500,1.23,609.9,2.625,Fixed,31-May-17,99.17,,MS+15,,,Aa1,NR,AAA,IG,No,Yes,No,,,Western Europe,ITALY,Financial,Banking,"BAYERN, UNICR, WLB, NDLB, HCB",,Yes,"Final book size was EUR650m.Geography: Germany 85%, Benelux 7%, Austria 4%, Italy 3%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9866014,BAYERNLB,UNICREDIT,WESTLB,NORDDEUTSCHE LB,HAMBURG COMMERCIAL BANK,,,,,,,,
